ID,Name_1,Name_2,long,lat,CL,Demand
596,Ondo,Odigbo,4.841,6.749,3,313600
597,Ondo,Okitipupa,4.708,6.489,3,316100
598,Ondo,Ondo East,4.954,7.02,3,102700
599,Ondo,Ondo West,4.762,6.96,3,389900
600,Ondo,Ose,5.701,6.972,3,194600
601,Ondo,Owo,5.519,7.117,3,300000
602,Osun,Atakumosa East,4.809,7.233,3,104800
603,Osun,Atakumosa West,4.652,7.54,3,94100
604,Osun,Aiyedaade,4.326,7.213,3,206000
605,Osun,Aiyedire,4.244,7.507,3,105100
606,Osun,Boluwaduro,4.815,7.942,3,97700
607,Osun,Boripe,4.644,7.795,3,191100
608,Osun,Ede North,4.509,7.708,3,115400
609,Osun,Ede South,4.461,7.641,3,104000
610,Osun,Egbedore,4.403,7.735,3,101900
611,Osun,Ejigbo,4.259,7.846,5,182500
612,Osun,Ife East,4.635,7.393,3,259700
613,Osun,Ife North,4.476,7.369,3,211100
614,Osun,Ife South,4.558,7.161,3,185200
615,Osun,Ife Central,4.602,7.447,3,230300
616,Osun,Ifedayo,4.991,7.943,3,51700
617,Osun,Ifelodun,4.647,7.88,3,132800
618,Osun,Ila,4.889,8.004,3,85500
619,Osun,Ilesha East,4.748,7.454,3,145200
620,Osun,Ilesha West,4.708,7.617,3,147100
621,Osun,Irepodun,4.4903,7.8214,3,164700
622,Osun,Irewole,4.216,7.348,3,196700
623,Osun,Isokan,4.155,7.256,5,140500
624,Osun,Iwo,4.141,7.611,5,263500
625,Osun,Obokun,4.754,7.761,3,160900
626,Osun,Odo-Otin,4.657,7.991,3,181900
627,Osun,Ola-Oluwa,4.25,7.702,5,105000
628,Osun,Olorunda,4.588,7.822,3,181300
629,Osun,Oriade,4.908,7.48,3,204300
630,Osun,Orolu,4.484,7.884,3,141600
631,Osun,Osogbo,4.597,7.737,3,214200
632,Oyo,Afijio,3.919,7.712,5,185700
633,Oyo,Akinyele,3.911,7.539,5,297600
634,Oyo,Atiba,3.901,8.167,5,236400
635,Oyo,Atisbo,3.266,8.318,5,154500
636,Oyo,Egbeda,4.083,7.404,5,398500
637,Oyo,IbadanNorth-East,3.9287,7.3651,5,465700
638,Oyo,IbadanNorth-West,3.8792,7.3918,5,216400
639,Oyo,IbadanNorth,3.1975,7.4088,5,432900
640,Oyo,IbadanSouth-East,3.9011,7.3333,5,374400
641,Oyo,IbadanSouth-West,3.8602,7.356,5,397700
642,Oyo,Ibarapa Central,3.244,7.405,5,145100
643,Oyo,Ibarapa East,3.498,7.575,5,164600
644,Oyo,Ibarapa North,3.203,7.61,5,140900
645,Oyo,Ido,3.747,7.491,5,146200
646,Oyo,Irepo,3.971,8.932,5,170300
647,Oyo,Iseyin,3.537,7.895,5,359100
648,Oyo,Itesiwaju,3.616,8.151,5,179000
649,Oyo,Iwajowa,3.074,8.01,5,144500
650,Oyo,Kajola,3.344,7.951,5,281700
651,Oyo,Lagelu,4.03,7.474,5,208100
652,Oyo,Ogbomosho North,4.262,8.133,5,279400
653,Oyo,Ogbomosho South,4.234,8.074,5,141000
654,Oyo,Ogo-Oluwa,4.185,7.957,5,91600
655,Oyo,Olorunsogo,4.045,8.682,5,114300
656,Oyo,Oluyole,3.887,7.138,5,285900
657,Oyo,Ona-Ara,4.067,7.211,5,373100
658,Oyo,Orelope,3.793,8.782,5,146100
659,Oyo,Ori-Ire,4.2,8.277,5,209900
660,Oyo,Oyo East,4.045,7.883,5,174300
661,Oyo,Oyo West,3.835,7.91,5,191700
662,Oyo,Saki East,3.638,8.619,5,153100
663,Oyo,Saki West,3.116,8.479,5,383900
664,Oyo,Surulere,4.416,7.966,5,197200
665,Plateau,Barkin Ladi,8.974,9.463,20,235500
666,Plateau,Bassa,8.729,10.103,20,248700
667,Plateau,Bokkos,8.931,9.136,20,235200
668,Plateau,Jos East,9.032,9.813,20,115700
669,Plateau,Jos North,8.864,9.887,20,572700
670,Plateau,Jos South,8.77,9.712,20,407900
671,Plateau,Kanam,9.925,9.486,20,219600
672,Plateau,Kanke,9.561,9.362,20,162800
673,Plateau,Langtang North,9.8,9.116,20,186400
674,Plateau,Langtang South,9.844,8.554,20,137800
675,Plateau,Mangu,9.11,9.338,20,393700
676,Plateau,Mikang,9.649,8.985,20,126300
677,Plateau,Pankshin,9.362,9.271,20,249000
678,Plateau,Qua'an Pan,9.164,8.648,20,258400
679,Plateau,Riyom,8.655,9.507,20,172600
680,Plateau,Shendam,9.494,8.813,20,268700
681,Plateau,Wase,10.144,8.985,20,209400
682,Rivers,Abua/Odual,6.508,4.802,13,396800
683,Rivers,Ahoada East,6.641,5.115,13,233700
684,Rivers,Ahoada West,6.483,5.056,13,350200
685,Rivers,Akuku Toru,6.682,4.687,13,226300
686,Rivers,Andoni/O,7.416,4.461,13,306200
687,Rivers,Asari-Toru,6.821,4.763,13,308800
688,Rivers,Bonny,7.207,4.424,13,302000
689,Rivers,Degema,6.862,4.539,13,350500
690,Rivers,Eleme,7.183,4.748,13,267200
691,Rivers,Emuoha,6.732,4.908,13,282500
692,Rivers,Etche,7.017,5.095,13,351200
693,Rivers,Gokana,7.286,4.652,13,328500
694,Rivers,Ikwerre,6.924,4.973,13,265400
695,Rivers,Khana,7.399,4.716,13,411500
696,Rivers,Obio/Akpor,7.027,4.874,13,649600
697,Rivers,Ogba/Egbema/Ndoni,6.68,5.297,13,398000
698,Rivers,Ogu/Bolo,7.192,4.5,13,105800
699,Rivers,Okrika,7.089,4.628,13,312300
700,Rivers,Omumma,7.17,5.056,13,141000
701,Rivers,Opobo/Nkoro,7.505,4.51,13,214700
702,Rivers,Oyigbo,7.276,4.81,13,176100
703,Rivers,Port Harcourt,7.055,4.744,13,756600
704,Rivers,Tai,7.256,4.478,13,169000
705,Sokoto,Binji,4.854,13.177,12,140800
706,Sokoto,Bodinga,5.244,12.846,12,235300
707,Sokoto,Dange-Shuni,5.444,12.835,12,261100
708,Sokoto,Gada,5.301,13.661,12,336200
709,Sokoto,Goronyo,5.777,13.379,12,245800
710,Sokoto,Gudu,4.689,13.587,12,128800
711,Sokoto,Gwadabawa,5.361,13.442,12,312600
712,Sokoto,Illela,5.772,13.613,12,202700
713,Sokoto,Isa,6.159,13.22,12,202800
714,Sokoto,Kebbe,4.714,11.872,12,166200
715,Sokoto,Kware,5.273,13.245,12,181000
716,Sokoto,Rabah,5.786,12.881,12,201300
717,Sokoto,Sabon Birni,6.253,13.419,12,280100
718,Sokoto,Shagari,5.253,12.442,12,211800
719,Sokoto,Silame,4.92,12.898,12,141200
720,Sokoto,Sokoto North,5.2598,13.0525,12,314500
721,Sokoto,Sokoto South,5.2769,13.0079,12,266800
722,Sokoto,Tambuwal,4.877,12.336,12,305000
723,Sokoto,Tangaza,5.028,13.433,12,154900
724,Sokoto,Tureta,5.424,12.445,12,92300
725,Sokoto,Wamakko,5.085,13.006,12,242000
726,Sokoto,Wurno,5.475,13.214,12,219200
727,Sokoto,Yabo,4.999,12.678,12,155600
728,Taraba,Ardo-Kola,11.293,8.823,24,117300
729,Taraba,Bali,10.988,8.032,24,282000
730,Taraba,Donga,10.236,7.756,24,177900
731,Taraba,Gashaka,11.407,7.559,24,116500
732,Taraba,Gassol,10.601,8.551,24,327500
733,Taraba,Ibi,9.746,8.211,24,112700
734,Taraba,Jalingo,11.371,8.927,24,187500
735,Taraba,Karim-Lamido,10.909,9.189,24,259200
736,Taraba,Kurmi,10.741,7.326,24,122000
737,Taraba,Lau,11.504,9.128,24,127200
738,Taraba,Sardauna,11.203,6.918,24,299800
739,Taraba,Takum,10.025,7.423,24,179900
740,Taraba,Ussa,9.9,7.015,24,121500
741,Taraba,Wukari,9.721,7.906,24,318400
742,Taraba,Yorro,11.644,8.823,24,120100
743,Taraba,Zing,11.819,8.906,24,170600
744,Yobe,Bade,10.648,12.762,21,198400
745,Yobe,Bursari,11.454,12.672,21,155700
746,Yobe,Damaturu,12.002,11.762,21,124500
747,Yobe,Fika,11.257,11.447,21,194000
748,Yobe,Fune,11.626,11.709,21,428500
749,Yobe,Geidam,11.959,12.661,21,221000
750,Yobe,Gujba,11.919,11.347,21,184200
751,Yobe,Gulani,11.679,11.01,21,146900
752,Yobe,Jakusko,10.902,12.507,21,329900
753,Yobe,Karasuwa,10.691,12.923,21,149700
754,Yobe,Machina,10.032,13.001,21,86600
755,Yobe,Nangere,10.999,11.727,21,124200
756,Yobe,Nguru,10.351,12.912,21,213900
757,Yobe,Potiskum,11.131,11.63,21,290700
758,Yobe,Tarmuwa,11.787,12.164,21,110200
759,Yobe,Yunusari,11.769,13.016,21,178700
760,Yobe,Yusufari,11.063,13.105,21,157100
761,Zamfara,Anka,6.097,11.903,28,197800
762,Zamfara,Bakura,5.815,12.467,28,257700
763,Zamfara,Birnin-Magaji/Kiyaw,6.913,12.541,28,253500
764,Zamfara,Bukkuyum,5.666,11.866,28,297900
765,Zamfara,Bungudu,6.528,12.256,28,356200
766,Zamfara,Gummi,5.245,11.999,12,284700
767,Zamfara,Gusau,6.657,11.999,28,528400
768,Zamfara,Kaura-Namoda,6.607,12.501,28,393000
769,Zamfara,Maradun,6.309,12.624,28,285800
770,Zamfara,Maru,6.28,11.208,28,403700
771,Zamfara,Shinkafi,6.539,12.94,28,187200
772,Zamfara,Talata-Mafara,6.131,12.329,28,297000
773,Zamfara,Tsafe,6.896,11.883,28,367600
774,Zamfara,Zurmi,7.881,12.757,28,404800
